x,y,conc
527660,187420,3.082125
527680,187420,3.089666
527700,187420,3.097664
527720,187420,3.106077
527740,187420,3.11461
527760,187420,3.123387
527780,187420,3.132649
527800,187420,3.142117
527820,187420,3.154228
527840,187420,3.16568
527860,187420,3.176169
527880,187420,3.188226
527900,187420,3.200747
527920,187420,3.213787
527940,187420,3.229222
527960,187420,3.252081
527980,187420,3.327236
528000,187420,3.390571
528020,187420,3.326989
528040,187420,3.334474
528060,187420,3.347896
528080,187420,3.359466
528100,187420,3.372722
528120,187420,3.38588
528140,187420,3.393448
528160,187420,3.413957
528180,187420,3.440254
528200,187420,3.567097
528220,187420,3.51732
528240,187420,3.550813
528260,187420,3.65287
528280,187420,3.986962
528300,187420,7.599956
528320,187420,4.372826
528340,187420,4.263749
528360,187420,5.926606
526700,187400,4.322932
526720,187400,3.56949
526740,187400,3.353756
526760,187400,3.25167
526780,187400,3.186291
526800,187400,3.144105
526820,187400,3.114833
526840,187400,3.093657
526860,187400,3.077937
526880,187400,3.066761
526900,187400,3.059421
526920,187400,3.055465
526940,187400,3.052889
526960,187400,3.051432
526980,187400,3.053793
527000,187400,3.05613
527020,187400,3.076448
527040,187400,3.084057
527060,187400,3.235729
527080,187400,3.192113
527100,187400,3.081665
527120,187400,3.058251
527140,187400,3.052917
527160,187400,3.046845
527180,187400,3.045537
527200,187400,3.060416
527220,187400,3.158879
527240,187400,3.078575
527260,187400,3.061648
527280,187400,3.110634
527300,187400,3.175308
527320,187400,3.070513
527340,187400,3.041837
527360,187400,3.034696
527380,187400,3.031321
527400,187400,3.029873
527420,187400,3.029236
527440,187400,3.029068
527460,187400,3.029562
527480,187400,3.030563
527500,187400,3.031721
527520,187400,3.036446
527540,187400,3.041244
527560,187400,3.046902
527580,187400,3.052792
527600,187400,3.058778
527620,187400,3.06509
527640,187400,3.071765
527660,187400,3.078747
527680,187400,3.085713
527700,187400,3.093103
527720,187400,3.100909
527740,187400,3.108865
527760,187400,3.116923
527780,187400,3.125626
527800,187400,3.134568
527820,187400,3.146095
527840,187400,3.156963
527860,187400,3.166896
527880,187400,3.178383
527900,187400,3.190272
527920,187400,3.202416
527940,187400,3.216208
527960,187400,3.232854
527980,187400,3.251133
528000,187400,3.272769
528020,187400,3.31108
528040,187400,3.383507
528060,187400,3.330529
528080,187400,3.338832
528100,187400,3.351471
528120,187400,3.368835
528140,187400,3.454924
528160,187400,3.478453
528180,187400,3.523315
528200,187400,3.652508
528220,187400,3.508583
528240,187400,3.550689
528260,187400,3.680139
528280,187400,4.215711
528300,187400,5.468886
528320,187400,4.068597
528340,187400,3.929513
528360,187400,4.045246
528380,187400,4.1458
528400,187400,5.405375
528420,187400,9.251317
526700,187380,3.772825
526720,187380,3.412722
526740,187380,3.287288
526760,187380,3.221297
526780,187380,3.155976
526800,187380,3.120531
526820,187380,3.096462
526840,187380,3.079242
526860,187380,3.066773
526880,187380,3.05817
526900,187380,3.052908
526920,187380,3.050851
526940,187380,3.051984
526960,187380,3.052561
526980,187380,3.108433
527000,187380,3.071485
527020,187380,3.215197
527040,187380,3.155314
527060,187380,3.07112
527080,187380,3.055193
527100,187380,3.045696
527120,187380,3.037484
527140,187380,3.034276
527160,187380,3.033802
527180,187380,3.033868
527200,187380,3.042691
527220,187380,3.132821
527240,187380,3.093644
527260,187380,3.059195
527280,187380,3.066292
527300,187380,3.163924
527320,187380,3.056587
527340,187380,3.039036
527360,187380,3.032466
527380,187380,3.029341
527400,187380,3.028115
527420,187380,3.027645
527440,187380,3.02766
527460,187380,3.028326
527480,187380,3.029465
527500,187380,3.030743
527520,187380,3.035603
527540,187380,3.040499
527560,187380,3.046206
527580,187380,3.052152
527600,187380,3.058038
527620,187380,3.064181
527640,187380,3.070615
527660,187380,3.077295
527680,187380,3.083943
527700,187380,3.091005
527720,187380,3.098488
527740,187380,3.106141
527760,187380,3.11381
527780,187380,3.122071
527800,187380,3.130719
527820,187380,3.141938
527840,187380,3.152509
527860,187380,3.162198
527880,187380,3.173452
527900,187380,3.185081
527920,187380,3.196885
527940,187380,3.209946
527960,187380,3.224692
527980,187380,3.240998
528000,187380,3.261861
528020,187380,3.372836
528040,187380,3.303338
528060,187380,3.296638
528080,187380,3.304452
528100,187380,3.316221
528120,187380,3.331197
528140,187380,3.350289
528160,187380,3.373988
528180,187380,3.408312
528200,187380,3.544734
528220,187380,3.50982
528240,187380,3.573283
528260,187380,3.763571
528280,187380,7.316358
528300,187380,4.114256
528320,187380,3.862788
528340,187380,3.766076
